# ****************************************************************************
# CUI
#
# The Advanced Framework for Simulation, Integration, and Modeling (AFSIM)
#
# The use, dissemination or disclosure of data in this file is subject to
# limitation or restriction. See accompanying README and LICENSE for details.
# ****************************************************************************
#Ground target launch data for RED_MRBM_1
#Generated on Thu Jan 14 13:24:41 2010
#loft_angle burn_time ground_range time_of_flight
88.3500 102.5800 534554.68 437.1444
88.3500 102.6000 535201.58 437.3439
88.3500 102.6200 535849.28 437.5435
88.3500 102.6400 536497.76 437.7432
88.3500 102.6600 537147.03 437.9431
88.3500 102.6800 537797.11 438.1431
88.3500 102.7000 538447.98 438.3433
88.3500 102.7200 539099.66 438.5437
88.3500 102.7400 539752.13 438.7442
88.3500 102.7600 540405.40 438.9448
88.3500 102.7800 541059.48 439.1457
88.3500 102.8000 541714.36 439.3466
88.3500 102.8200 542370.05 439.5477
88.3500 102.8400 543026.55 439.7490
88.3500 102.8600 543692.50 439.9504
88.3500 102.8800 544350.62 440.1520
88.3500 102.9000 545009.55 440.3537
88.3500 102.9200 545669.28 440.5556
88.3500 102.9400 546329.83 440.7577
88.3500 102.9600 546991.20 440.9599
88.3500 102.9800 547653.39 441.1622
88.3500 103.0000 548316.39 441.3647
88.3500 103.0200 548980.20 441.5674
88.3500 103.0400 549644.84 441.7702
88.3500 103.0600 550310.29 441.9732
88.3500 103.0800 550976.58 442.1763
88.3500 103.1000 551643.69 442.3796
88.3500 103.1200 552311.62 442.5831
88.3500 103.1400 552980.37 442.7867
88.3500 103.1600 553649.96 442.9905
88.3500 103.1800 554320.37 443.1944
88.3500 103.2000 554991.61 443.3985
88.3500 103.2200 555672.38 443.6027
88.3500 103.2400 556345.29 443.8071
88.3500 103.2600 557019.04 444.0117
88.3500 103.2800 557693.63 444.2164
88.3500 103.3000 558369.05 444.4213
88.3500 103.3200 559045.31 444.6264
88.3500 103.3400 559722.40 444.8316
88.3500 103.3600 560400.34 445.0369
88.3500 103.3800 561079.12 445.2425
88.3500 103.4000 561758.75 445.4481
88.3500 103.4200 562447.94 445.6540
88.3500 103.4400 563129.26 445.8600
88.3500 103.4600 563811.42 446.0662
88.3500 103.4800 564494.43 446.2725
88.3500 103.5000 565178.30 446.4790
88.3500 103.5200 565863.03 446.6857
88.3500 103.5400 566548.61 446.8925
88.3500 103.5600 567235.05 447.0995
88.3500 103.5800 567931.09 447.3066
88.3500 103.6000 568619.25 447.5140
